userId,college_id,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,timestamp
1,50,8.1,8.7,7.6,8.1,7.9,8.6,7.5,964981775
1,51,8.3,8.3,8,8.1,7.8,9,8.6,964982681
1,52,8.2,8.2,7.7,8.2,8.4,8.3,8.2,964982876
1,53,8.2,8.1,8,7.9,9.1,7.9,8.4,964982791
1,54,8.2,8.5,6.8,8.6,8.3,8.3,8.7,964982855
1,55,8.1,7.9,7.6,8.2,8.4,7.8,8.6,964982903
1,56,7.5,8.1,6.5,7.9,6.5,7.8,8.4,964982653
1,57,7.8,8.2,7.5,8,7.2,8.4,7.5,964982791
1,58,8.6,9,8.1,8.9,8.6,8.4,8.6,964981179
1,59,8.9,9.1,8.4,8.7,9.3,8.9,9.1,964982400
1,60,8.5,8.5,8.2,8.1,7.6,9.1,9.2,964980924
1,61,8.2,8,7.9,8.1,8.9,7.6,8.7,964981680
1,62,8.3,8.8,7.9,8.5,8.8,7.2,8.6,964981327
1,63,8,8.4,7.3,7.8,7.1,8.9,8.2,964982951
1,64,7.8,7.8,7.7,7.3,8.2,7.8,7.7,964984018
1,65,8.3,8.4,7.4,7.6,9,9.2,8.1,964983484
1,66,8,8.3,7.1,8.5,8.1,8.2,8,964981680
1,67,7.9,7.7,7.6,7.9,8.6,6.9,8.6,964982513
1,68,7.6,7.9,6.9,7.9,7.5,7.7,7.8,964981327
1,69,8.6,8.5,7.9,8.8,9.2,8.3,8.6,964981827
1,70,9,8.8,8.7,8.8,9.6,8.5,9.4,964981872
1,71,7.4,7.6,7.3,7.4,8,6.5,7.4,964981827
1,72,8.5,8.5,7.8,8.7,9,8.2,8.6,964983737
1,73,8.2,8.2,7.9,8.3,8.3,8.2,8.1,964983250
1,74,7.4,7.6,7.7,7,7.3,7,7.8,964980499
1,75,7,7.2,6.7,7,7.5,6.9,6.8,964982951
1,76,8,7.6,7.4,8.5,8,8.2,8.1,964981855
1,77,7.8,7.6,7.2,7.4,6.8,9.4,8.1,964983393
1,78,7.8,7.9,7.5,8.1,8,6.8,8.3,964981909
1,79,7.8,8.4,7.3,7.8,8.3,7,7.9,964981909
1,80,7.1,7.5,6.9,7,6.7,7.2,7.3,964984018
1,81,6.7,6.6,6.1,7.3,6.5,6.6,7.1,964983618
1,82,7.6,8.1,7.1,8,7.6,7.8,7.1,964983723
1,83,7.9,8.1,7.2,8.1,8.2,7.8,8,964981442
1,84,7.1,7.3,7,6.9,7.4,6.2,8,964983414
1,85,7.3,7.5,6.9,7.4,6.5,7.8,7.8,964983599
1,86,8.6,8.7,8.6,8.2,9.2,8.2,8.6,964983705
1,87,8.7,9,7.8,8.7,8.9,9,9,964982290
1,88,8,8.4,7.6,8.3,8.4,7.2,8.2,964983414
1,89,8.2,7.9,7.6,7.5,8.6,8.6,8.8,964982703
1,90,8.2,8,7.9,8.1,8.9,7.6,8.7,964981909
1,91,8.7,8.8,8.7,8.9,8.9,8.6,8.2,964984086
1,92,7.8,8.1,7.5,8,8.1,6.9,8.1,964983393
1,93,7.8,7.8,7.7,7.3,8.2,7.8,7.7,964982653
1,94,8.1,8.5,7.1,6.9,9.4,8.5,7.9,964983017
1,95,9,9,--,--,9,--,--,964982310
1,96,7.3,7.7,6.5,7.4,6.6,7.7,7.6,964984112
1,97,7.6,7.7,7,7.6,6.9,8.3,7.9,964980875
1,98,7.2,7.1,6.7,6.5,8.4,6.5,7.8,964980985
1,99,7.9,7.7,7.6,7.9,8.6,6.9,8.6,964981107
1,100,7.6,7.9,6.9,7.9,7.5,7.7,7.8,964982620
1,101,7.8,7.9,7.1,7.6,7.6,8.9,7.9,964982290
1,102,9,8.8,8.7,8.8,9.6,8.5,9.4,964981125
1,103,7.5,7.4,7.3,7.5,8.3,6.6,7.6,964982346
1,104,6.8,7.3,6,7.1,6,7.6,6.8,964982951
1,105,8.2,8.6,7.4,8.4,8.6,8,8.1,964983056
1,106,8.4,8.7,8.1,8.4,8.7,8.1,8.2,964983504
1,107,8.1,8.1,7.3,8.7,8.1,7.9,8.4,964983536
1,108,8,7.6,7.4,8.5,8,8.2,8.1,964982620
1,109,7.7,7.8,7.1,7.6,8.6,7.1,8.1,964981125
1,110,7.8,8.4,7.3,7.8,8.3,7,7.9,964981230
1,111,8.3,8.3,8,8.7,7.8,8.7,8.5,964981404
1,112,7.5,7.8,7.2,7.7,7.5,7.5,7.4,964983034
1,113,7.3,7.9,6.7,7.5,6.8,7.7,7.1,964983056
1,114,7.6,8.1,7.1,8,7.6,7.8,7.1,964981780
1,115,8.3,8.5,7.6,8.3,8.8,8.3,8.2,964981497
1,116,7.7,8.2,6.9,7.8,8,7.2,7.9,964982176
1,117,7.8,7.6,8.4,7.4,8.1,6.9,8.1,964981710
1,118,8.2,8.2,8.4,8.5,8.2,7.7,8.4,964982211
1,119,7.7,8,7.1,7.8,8.2,7,8.3,964981710
1,120,8.5,8.4,8.5,8.3,8.8,8.4,8.6,964984176
1,121,8.3,8.5,7.7,8.5,8.5,8.2,8.4,964980523
1,122,7.9,8.3,7.9,8,8.2,7.3,7.5,964981888
1,123,8.2,8.6,7.6,8.4,8.4,8.2,8.1,964982903
1,124,8.8,8.7,8.6,8.5,9.3,8.8,9,964982563
1,125,7,7.1,7.3,6.7,7.5,6.3,7.3,964982791
1,126,8.2,8.5,7.5,8.4,8.3,8.2,8.3,964981747
1,127,7.7,8.3,6.8,8,7.3,8.1,7.4,964982400
1,128,7.4,7.7,6.8,7.1,7.7,7.1,7.8,964982838
1,129,8.6,9,8.1,8.8,8.7,8.2,8.9,964982838
1,130,7.9,8.1,7.3,8.1,8.1,7.9,7.8,964981710
1,131,7.8,8,7.2,8.3,7.6,7.4,8.3,964982653
1,132,7.8,7.9,7.4,7.8,8.5,7.4,7.9,964982838
1,133,7.5,7.8,7.3,7.7,8.2,6.5,7.7,964982588
1,134,8.2,8.5,7.7,8.4,8.7,7.5,8.1,964981725
1,135,8.3,8.3,8,8.1,9,7.8,8.5,964982529
1,136,7.9,8.1,7.4,8,8.3,7.6,7.8,964982876
1,137,7,7.9,6.4,7.1,6.9,7.3,6.4,964982791
1,138,7.2,7.9,6.6,7.5,6.9,6.9,7.2,964982791
1,139,8.2,8.4,7.6,8.1,8.9,7.7,8.5,964982838
1,140,8.1,8.3,7.1,8.1,8.4,8.5,8,964981725
1,141,7.4,7.9,7.6,8,6.7,7.2,7.2,964981710
1,142,7.4,7.8,7.2,7.6,8,6.2,7.4,964981680
1,143,8.2,8.3,7.9,8.3,8.1,8.4,8.1,964981710
1,144,8.4,8.7,7.2,8.2,8.4,8.9,8.9,964981775
1,145,8.7,8.5,8.5,8.1,9.4,8.1,9.3,964982989
1,146,8.5,8.7,7.9,8.2,8.6,9,8.4,964982310
1,147,8.4,8.5,7.8,8.3,8.7,8.3,8.6,964983664
1,148,8.7,9.2,8.5,9.1,8.8,8.9,7.6,964983263
1,149,8.2,8.4,8,8,8,8.3,8.7,964983546
1,150,7.8,8.1,7.2,7.7,8.1,8,7.6,964983861
1,151,8,8,7.6,8.1,8.3,7.8,8.2,964982462
1,152,8.1,8,7.9,8,8.3,7.7,8.5,964983123
1,153,8.3,8.4,7.6,7.8,8.5,8.7,8.6,964983094
1,154,8,8,7.4,7.7,8.8,7.7,8.3,964981093
1,155,7.9,8,7.5,8.2,8.1,7.5,7.9,964982310
1,156,7.8,8.1,7.1,7.9,7.8,7.6,8.1,964982513
1,157,8,8.5,7.7,8.1,8.1,8.1,7.6,964982242
1,158,7.9,8.2,7.7,8,7.7,7.9,7.7,964982620
1,159,8.4,8.5,7.6,8.2,9.1,8.4,8.4,964983414
1,160,7.2,7.7,6.8,7.5,7.5,6.7,7.2,964982588
1,161,7.7,7.9,6.7,7.7,8.5,7.3,8,964984169
1,162,7.9,8.2,7.3,7.9,8.3,7.7,8,965719662
1,163,8.1,8.5,7.6,8.3,7.8,8.4,7.9,964981278
1,164,7.2,7.3,7.1,6.5,8.7,6.5,7.2,964982328
1,165,7.7,8.1,7.9,8.1,8.1,6.6,7.2,964982242
1,166,8.3,8.5,7.4,8.2,8.9,8.1,8.8,964981265
1,167,8.4,8.5,8.2,8.6,8.8,7.8,8.4,964981888
1,168,9,9.6,8.5,9.4,9.5,8.4,8.4,964983000
1,169,8.4,8.3,8.1,8.3,9.3,7.8,8.4,964981144
1,170,8,8.2,7.2,8.2,8.8,7.6,8,964983080
1,171,8.3,8.2,7.6,8.6,8.8,8.2,8.3,964982588
1,172,8.5,8.7,8,8.7,8.5,8.3,8.6,964980523
1,173,8.4,8.6,7.9,8.2,8.5,8.6,8.4,964982377
1,174,8.3,9,8.2,8.5,7.8,9.2,6.9,964982620
1,175,8,8.3,7.7,7.8,8.3,7.6,8.3,964983393
1,176,8.6,9,8.5,8.5,8.6,8.4,8.4,964983414
1,177,8.2,8.5,7.1,8.4,8.3,8.6,8.5,964983393
1,178,8.4,8.4,8.1,8.2,8.5,8.4,8.5,964983426
1,179,8.3,8.6,8.1,8.5,8.2,8.6,7.7,964981855
1,180,8.3,8.4,8.5,8.2,8.5,8,8.2,964980985
1,181,8.5,8.6,8.2,8.3,8.9,8.4,8.7,964983414
1,182,8.1,8.2,8.2,8.2,8.5,8.1,7.6,964982703
1,183,8.3,8.5,7.5,8.2,8.9,8,8.4,964981710
1,184,8,8.6,6.7,8.3,8,8.8,7.5,964980523
1,185,8,8.3,7.3,7.9,8.5,8.1,7.6,964980868
1,186,8.2,8.3,7.9,8.4,8.3,7.9,8.4,964981680
1,187,7.9,7.9,7.4,8.1,8.2,7.6,8.1,964982703
1,188,9,9,8.4,8.8,9.4,9.1,9.4,964982290
1,189,7.8,8.1,7.2,8.1,8.1,7.3,7.8,964981872
1,190,7.4,7.7,7.1,7.4,7.8,7.1,7.5,964982176
1,191,7,7.5,7.2,7,6.8,6.5,7.2,964982191
1,192,7.7,7,7,8.3,8,7.7,7.9,964981888
1,193,7.6,7.8,6.9,7.5,7.8,7.7,7.6,964983282
1,194,8.8,9.1,8.6,9,9.1,7.8,8.9,964983034
1,195,7.7,7.9,6.8,7.8,7.9,7.7,8.2,964982495
1,196,8.3,8.3,8.4,8.1,8.8,8,8.4,964982271
1,197,8.2,8.7,6.7,8.6,8.1,9,8.3,964982242
1,198,7.8,8,7.4,8,8,7.5,8,964980896
1,199,8.8,8.9,8.4,8.7,9.2,9,8.4,964983762
1,200,7,7.6,5.7,7.2,7.6,7,6.7,964982791
1,201,8,8.4,7.6,8.1,7.7,7.8,8.4,964981208
1,202,7.8,7.8,7.5,7.5,7.6,8.1,8.5,964984086
1,203,7.9,8.2,7.5,8,8.1,7.5,8.3,964981872
1,204,7.6,7.5,7,7.1,8.2,7.7,8,964983873
1,205,7.9,8.6,7.7,8.4,7.1,8.1,7.4,964982495
1,206,7.6,8,7,7.8,8,6.5,8.2,964983504
1,207,7.1,7.9,6.5,8.1,7.2,5.3,7.3,964981093
1,208,6.9,7.2,6.5,6.6,7.6,6.3,6.9,964983108
1,209,8.5,8.7,8,8.4,8.6,8.5,8.5,964981107
1,210,7.7,7.9,6.6,7.3,7.4,8.4,8.4,964983536
1,211,7.8,7.9,7,7.8,7.8,8,8.1,964983484
1,212,6,6.4,5.3,6.1,6.5,5,6.8,964981799
1,213,7.9,7.8,7.9,7.5,8.9,7.4,7.6,964981799
1,214,7.2,7.5,6.7,7.2,7.7,7.1,7.1,964982328
1,215,8.6,8.8,8.5,8.4,9.3,8,8.3,964984054
1,216,7.3,7.8,5.9,8.2,7.6,6.9,7.4,964981144
1,217,8,8,7.9,7.8,8.6,7.4,8.1,964981725
1,218,7.2,7.5,6.4,7.4,6.9,7.4,7.3,964981775
1,219,6.3,6.9,5,7,6.4,5.6,6.6,964982271
1,220,8.7,8.5,8.5,8.7,9,8.6,8.6,964980668
1,221,9,9,8.8,9.3,8.8,8.9,8.9,964980683
1,222,9.1,9.3,8.5,9.3,8.5,9.5,9.2,964982271
1,223,6.7,7.4,5.9,7.4,6.2,6.4,6.9,964981589
1,224,7.4,8,6.7,7.7,7,7.5,7.2,964983737
1,225,5.7,5.6,5.8,6.2,5.2,5.4,6.2,964981909
1,226,8.1,8.4,7.9,7.7,8,8.1,8.2,964982363
1,227,8.1,8.9,7.8,8.5,8.6,7.7,7.2,964982417
1,228,8.4,8.6,7.8,8,8.5,8.4,8.8,964980694
1,229,8.3,8.5,7.8,8.3,8.2,8.2,8.7,964981855
1,230,7.4,7.5,8,8.5,7,6.5,7,964981220
1,231,7.9,8.4,7.5,7.8,7.8,7.7,8.1,964982903
1,232,8.6,9.2,7.7,9,8.6,8.7,8.6,964984002
2,233,7.8,8.1,6.9,8.2,8.1,7.5,8,1445714835
2,234,8.1,8.3,7.5,8.3,8.8,8,7.8,1445715029
2,235,8.3,8.5,8.1,8.5,8.1,8.6,8.2,1445715228
2,236,8.5,8.5,8,8.4,8.7,8.3,8.9,1445714885
2,237,8.4,8.7,6.7,8.9,8.7,8.8,8.6,1445714952
2,238,8.4,8.8,8.2,8.4,8.4,7.8,8.5,1445714960
2,239,7.6,7.9,7,7.9,9,6.9,7,1445715013
2,240,8,8.3,7.6,8.1,8,8,7.9,1445715064
2,241,7.8,8.3,7.1,8.3,8.6,7.9,6.8,1445715141
2,242,8.3,8.4,7.9,8.6,8.8,7.8,8.1,1445714980
2,243,7.9,8.3,7.3,8.1,8,7.4,8.4,1445715154
2,244,6.9,7,6.4,7.4,7.6,6.4,6.6,1445714974
2,245,8.3,8.4,8,8.5,8,8.2,8.4,1445714926
2,246,8,8.6,6,8.3,7.5,8.3,9,1445714941
2,247,8,8.3,7.8,8.7,7.8,7.1,8.2,1445714841
2,248,8.4,8.5,8.2,8.2,8.8,8.1,8.5,1445715340
2,249,8.3,8.4,7.9,8.6,8.5,7.8,8.3,1445715172
2,250,7.2,7.8,6.3,7.8,7.5,6.6,7.3,1445715166
2,251,7.3,7.5,7.7,7.2,7.8,5.7,7.6,1445715189
2,252,8.2,8.1,8.6,8.3,8.7,6.6,8.7,1445714891
2,253,8.2,8.4,8,8.2,9,8.6,6.9,1445714938
2,254,7.1,7.5,6.8,7.3,8.1,6.6,6.5,1445714874
2,255,6.8,7.6,6.4,7.3,6.7,6.1,6.5,1445714966
2,256,8.9,8.8,8.2,8.8,9,9,9.3,1445715145
2,257,8.2,8,7.9,8.2,8.2,8,8.7,1445714882
2,258,8.2,8.2,7.4,8,8.7,8.2,8.5,1445715276
2,259,7.1,7.1,6.7,7.1,7.1,7,7.3,1445714854
2,260,7.5,7.9,7,7.7,7.8,6.7,7.6,1445715272
2,261,8.4,8.2,8.3,8.2,9.2,7.7,9,1445714851
3,262,8.1,8.1,7.4,8.2,8.2,8.1,8.7,1306463578
3,263,8.1,8.1,7.3,8.7,8.1,7.9,8.4,1306464275
3,264,7.2,7.1,7.6,7.6,7.7,6.3,6.8,1306463619
3,265,8.5,8.8,8.2,8.9,8.6,7.9,8.8,1306464228
3,266,8,7.8,7.6,7.8,8.9,7.4,8.7,1306463595
3,267,7.5,7.8,6.7,7.5,8.8,6.3,8,1306463611
3,268,8.3,8.6,8.5,8.6,8,7.9,8.4,1306463567
3,269,7.8,7.9,7.5,8.2,7.9,7.3,7.8,1306463627
3,270,7.3,7.1,6.7,7.9,7.7,6.9,7.4,1306464216
3,271,7.6,7.9,7.1,6.6,7.8,8,7.9,1306463569
3,272,8.6,8.8,8.4,9.3,8.8,7.1,9.1,1306463624
3,273,7.7,7.8,7.3,8.1,7.8,7.2,8,1306463323
3,274,7.8,8.3,6.8,8.1,8.1,8,7.5,1306464189
3,275,8,8.2,8,8,8.1,7.9,7.8,1306463561
3,276,7.5,7.9,7.4,7.6,7.2,7.6,7.4,1306464003
3,277,6.7,6.2,6.6,6.5,6.5,7.3,6.8,1306464175
3,278,7.7,7.9,6.6,7.5,7.3,8.1,8.5,1306463572
3,279,7.2,8.1,5.4,8.1,6.9,7.8,7.1,1306464261
3,280,8.2,8.9,8,8.3,8.4,7.5,7.9,1306463559
3,281,8.2,8,7.4,8.1,8.2,8.6,8.6,1306463631
3,282,7.7,8.2,7.7,8,7.7,6.5,8.2,1306464293
3,283,8,7.9,7.3,7.6,7.7,8.4,9,1306463925
3,284,8.1,8.5,7.1,6.9,9.4,8.5,7.9,1306464054
3,285,8.4,8.6,7.9,8.1,8.7,8.7,8.3,1306463638
3,286,9,9,--,--,9,--,--,1306463603
3,287,7.3,7.7,6.5,7.4,6.6,7.7,7.6,1306464245
3,288,7.2,7.1,6.7,6.5,8.4,6.5,7.8,1306463770
3,289,7.5,7.4,7.3,7.5,8.3,6.6,7.6,1306464284
3,290,8.2,8.6,7.4,8.4,8.6,8,8.1,1306463718
3,291,7.4,7.1,7.6,7.4,7.5,7.1,7.7,1306463708
3,292,7.7,7.8,7.1,7.6,8.6,7.1,8.1,1306464021
3,293,7.7,7.7,6.7,8.6,7.7,7.7,8,1306463825
3,294,8.4,8.2,7.4,8.5,8.6,8.6,8.8,1306464204
3,295,7.4,7.5,7.5,7.4,7,7,8.2,1306463670
3,296,8.8,9.1,9.1,8.7,8.6,8.5,8.7,1306464036
3,297,8.8,9.2,8.9,8.6,8.8,9.1,8.2,1306463684
3,298,7.8,8,7.5,7.9,8.1,7.6,7.9,1306463993
3,299,7.8,8,7.5,8.1,7.7,7.3,8.1,1306463815
3,300,7,7.2,6.4,7.7,7,6.8,6.8,1306464164
4,301,8.2,8.2,8.1,8.4,8,8.2,8.5,986935199
4,302,6.9,7.2,6.4,7.1,6.9,6.5,7.3,945173447
4,303,7.8,7.6,7.5,7.7,8.8,7.3,7.9,986935047
4,304,7.3,7.5,7.2,7.2,7.4,6.8,7.4,945173425
4,305,7.8,8,8,7.9,8.4,7,7.5,964622786
4,306,7.2,7.1,7.5,6.6,8.6,5.7,7.7,964538444
4,307,8.7,8.8,8.6,8.7,9,8.6,8.6,986848784
4,308,8.4,8.3,8.4,8.8,9.1,7.2,8.8,964622758
4,309,8,7.9,7.8,7.6,8.2,7.9,8.4,986848920
4,310,8.7,8.8,8,8.4,8.7,9.2,8.8,945078571
4,311,8.3,8.3,7.9,8.3,8.9,8,8.3,945078428
4,312,8.1,8.4,6.6,8.5,8,8.3,8.8,964622565
4,313,8.4,8.6,8,8.4,9.1,8.1,8.2,945079259
4,314,8.6,8.3,8.3,8.1,9.4,8.1,9.4,945079078
4,315,8.6,8.4,8.3,8.1,9.4,7.9,9.3,945629040
4,316,7.5,7.6,6.8,7.5,7.9,7.5,7.5,964622684
4,317,7.8,8.6,7,8.5,7.7,7.3,7.8,945173513
4,318,8.2,8.6,7.7,8.4,8.3,8.1,8,986848894
4,319,8.1,8.2,7.2,8.1,8.5,7.8,8.6,945079259
4,320,7.5,7.9,7,7.7,7.8,6.8,7.9,964538468
4,321,7.7,7.7,7.4,8.2,8,7.2,7.8,945173350
4,322,7.8,8.2,7.5,7.8,6.3,8.5,8.2,945079182
4,323,8.1,7.8,7.9,8.2,9.4,6.9,8.3,964538500
4,324,8.1,8.8,6.4,8.7,8.5,7.9,8.4,945629063
4,325,8.3,8.2,8.5,8.6,8.7,7.2,8.6,964622786
4,326,8.1,8.4,7.3,8.2,7.9,8.5,8.5,986934901
4,327,8.5,9,7.9,8.6,9,7.8,8.5,964623306
4,328,7.6,8.3,7.3,8.4,7.9,6.9,6.5,945078690
4,329,7.9,8.4,8.5,7.8,7.5,6.5,8.4,945078467
4,330,7.7,7.6,7,8.2,7.8,7.4,7.9,986934915
4,331,9.3,9.4,8.9,9.5,9.6,8.7,9.4,986848828
4,332,7.9,8.2,7.2,8.1,8.6,7.1,8.1,945079259
4,333,7.7,8.5,7,8.3,7.1,8.1,6.9,945174290
4,334,8.3,8,8.1,7.7,8.9,8.2,8.8,945079872
4,335,8.5,8.5,8.1,8.2,9.1,8.4,8.9,945079106
4,336,7.7,8.2,7.7,8,7.7,6.5,8.2,945078636
4,337,8,7.9,7.3,7.6,7.7,8.4,9,964538832
4,338,8.1,8,7.4,8.7,8.3,7.7,8.7,945079301
4,339,7.9,8,7.7,7.6,8,8,8.3,945079670
4,340,8.4,8.6,7.9,8.1,8.7,8.7,8.3,964539986
4,341,7.6,7.7,7.1,7.5,8.4,6.5,8.1,986848609
4,342,8.5,8.4,7.7,8.5,8.9,8.7,8.7,945078587
4,343,8.1,8,7.4,8,8.3,8.6,8.4,964540008
4,344,7.6,7.9,7.3,7.8,8,6.7,7.8,945079906
4,345,7.7,7.7,6.7,8.6,7.7,7.7,8,986935230
4,346,7.5,7.4,7.2,8,7.2,7.2,7.8,945078601
4,347,7.4,7.5,7.5,7.4,7,7,8.2,945079106
4,348,7.7,7.8,7.4,8,7.7,7.4,7.6,964622714
4,349,7.9,8.4,7,8.4,7,8,8.5,964623347
4,350,--,--,--,--,--,--,--,945079653
4,351,7.9,7.8,7.3,7.7,8.2,8.5,8,945078446
4,352,8.5,9,8.2,8.6,8,8.5,8.6,945079837
4,353,6.9,7.2,6.4,7.1,6.9,6.5,7.3,945173902
4,354,8.3,8,8.2,8.7,8.8,7.9,8.3,945173989
4,355,8.2,8.6,7.8,8.4,8.2,8.1,8.2,945173902
4,356,7.4,7.3,6.7,7.6,7.7,7.3,7.7,945079670
4,357,7.7,7.9,7.2,7.8,7.9,7.4,7.9,945079521
4,358,8.8,8.6,9,9,9.1,8.4,8.7,945173602
4,359,8.1,8.3,7.6,8.6,8.8,7,8,964538571
4,360,8.5,8.8,7.2,8.2,8.9,8.8,9,986849085
4,361,8.4,9,7.6,8.5,8.1,8.4,9,945079232
4,362,8,8.3,7.7,7.9,7.9,7.5,8.4,945173654
4,363,7.7,8,6.8,7.8,7.5,7.8,8.4,964540578
4,364,7.5,8.2,6.5,8,6.7,8.4,7.2,986934819
4,365,7.8,7.9,7,7.8,8.4,7.6,8.2,945079483
4,366,7.7,8.1,6.9,8,7.8,7.7,7.6,945173692
4,367,8,8.5,7.2,8.2,8.3,7.8,8,945078946
4,368,7.8,7.9,7.2,7.5,8.5,7.2,8.3,986934696
4,369,8.2,8.1,7.7,8.4,8.8,7.4,8.5,945079259
4,370,8,8.2,7.4,8.2,8.1,7.8,8.4,964539723
4,371,8.2,8.3,7.5,8.5,9,7.8,7.8,964538500
4,372,8.2,8.2,7.6,8.9,7.9,7.8,8.7,964539723
4,373,7.8,8.1,7.2,7.8,8.4,7.6,7.7,986934625
4,374,8.1,8.6,7.2,8.5,7.9,8.8,7.7,964539180
4,375,7.9,8.1,7.2,8.4,8.1,7.8,8,964778513
4,376,7.9,8.1,7.6,8,7.8,7.4,8.4,964538500
4,377,6.8,7.6,6.4,7.2,6.1,7,6.5,964538763
4,378,8.2,8.7,7.5,8.5,8.2,7.8,8.6,964538763
4,379,7.4,7.9,6,7.5,7.1,7.7,8.2,964538728
4,380,7.8,7.9,7.1,8,8.3,7.2,8.2,945078967
4,381,6.5,7,5.9,7.2,6.6,5.4,6.6,945174025
4,382,7.8,7.8,7.9,7.8,7.4,7.3,8.8,964539205
4,383,7.5,7.9,6,7.8,7.5,7.6,8.3,945079729
4,384,7.1,7.2,6.6,7.2,8,6.1,7.5,964539961
4,385,7.7,7.9,7.3,7.7,8.1,7.2,7.8,964539326
4,386,5.7,6.3,5.9,6,5.4,5.1,5.3,945174008
4,387,7.5,8.4,6.4,8.9,7.4,6.7,7.3,964538728
4,388,8.4,8.3,7.9,7.8,9.1,8.2,8.9,964622684
4,389,7.8,8.1,8,8,7.8,7.8,7.2,986849037
4,390,8.2,8.4,7.4,8.2,8.6,8.3,8,986934832
4,391,7.6,7.9,7,7.5,8.2,7.5,7.6,945079653
4,392,7.9,8.2,7.7,7.9,7.4,7.7,8.4,945078690
4,393,6.2,6.1,6.7,6.4,6.8,4.8,6.1,945079653
4,394,8.1,8.3,7.6,8.5,8.4,7.4,8.5,964538763
4,395,7.7,8,6.9,7.6,7.8,7.7,8.2,945078467
4,396,7.8,8,8.3,7.9,7.7,6.7,8.4,945173766
4,397,7.7,8.5,7,8.1,7.3,7.7,7.5,945079767
4,398,7.7,8.3,7.4,7.9,8.8,6.6,7.4,945173492
4,399,8.2,8.7,7.8,8.4,9.2,6.8,8.4,964622830
4,400,7.5,7.2,7.5,7.7,7.7,7.3,7.8,945079790
4,401,6.7,7.5,5.9,7,6.9,6,6.7,986935244
4,402,7.9,8.2,7.1,8.1,8.1,7.8,7.9,945079906
