college_id,College_Name,State,Stream
59,Indian Institute of Technology ,Uttar pradesh,Engineering
60,Indian Institute of Technology ,Uttar pradesh,Engineering
61,"Amity University, Noida ",Uttar pradesh,Engineering
62,Aligarh Muslim University ,Uttar pradesh,Engineering
63,MNNIT Allahabad ,Uttar pradesh,Engineering
64,Jaypee Institute of Information Technology University ,Uttar pradesh,Engineering
65,Indian Institute of Information Technology ,Uttar pradesh,Engineering
66,"Dayalbagh Educational Institute Faculty of Engineering, Agra ",Uttar pradesh,Engineering
67,Sharda University ,Uttar pradesh,Engineering
68,Galgotias University ,Uttar pradesh,Engineering
69,"Bennett University, Greater Noida ",Uttar pradesh,Engineering
70,Shiv Nadar University ,Uttar pradesh,Engineering
71,"Integral University, Lucknow ",Uttar pradesh,Engineering
72,J.S. University ,Uttar pradesh,Engineering
73,"GLA University, Mathura ",Uttar pradesh,Engineering
74,Institute of Engineering and Technology ,Uttar pradesh,Engineering
75,Sanskriti University ,Uttar pradesh,Engineering
76,"Monad University, Hapur ",Uttar pradesh,Engineering
77,Indian Institute of Information Technology ,Uttar pradesh,Engineering
78,"IFTM University, Moradabad ",Uttar pradesh,Engineering
79,"Shobhit University, Meerut ",Uttar pradesh,Engineering
80,"Glocal University, Saharanpur ",Uttar pradesh,Engineering
81,"Rama University, Kanpur ",Uttar pradesh,Engineering
82,Noida Institute of Engineering and Technology ,Uttar pradesh,Engineering
83,"ABES Engineering College, Ghaziabad ",Uttar pradesh,Engineering
84,Bundelkhand Institute of Engineering & Technology ,Uttar pradesh,Engineering
85,Harcourt Butler Technological University ,Uttar pradesh,Engineering
86,Rajiv Gandhi Institute of Petroleum Technology ,Uttar pradesh,Engineering
87,Indian Institute of Technology ,Delhi ncr,Engineering
88,"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Engineering
89,Delhi Technological University ,Delhi ncr,Engineering
90,"Amity University, Noida ",Delhi ncr,Engineering
91,Indraprastha Institute of Information Technology ,Delhi ncr,Engineering
92,Guru Gobind Singh Indraprastha University ,Delhi ncr,Engineering
93,Jaypee Institute of Information Technology University ,Delhi ncr,Engineering
94,National Institute of Food Technology Entrepreneurship and ,Delhi ncr,Engineering
95,"School of Engineering and Technology, NCU ",Delhi ncr,Engineering
96,"J.C. Bose University Of Science And Technology, ",Delhi ncr,Engineering
97,Indira Gandhi Delhi Technical University For Women ,Delhi ncr,Engineering
98,Manav Rachna International Institute Of Research And ,Delhi ncr,Engineering
99,Sharda University ,Delhi ncr,Engineering
100,Galgotias University ,Delhi ncr,Engineering
101,Netaji Subhas University of Technology ,Delhi ncr,Engineering
102,Shiv Nadar University ,Delhi ncr,Engineering
103,Manav Rachna International Institute of Research and ,Delhi ncr,Engineering
104,National Institute of Technology ,Delhi ncr,Engineering
105,"Gurugram University, Gurgaon ",Delhi ncr,Engineering
106,Chhotu Ram Rural Institute Of Technology ,Delhi ncr,Engineering
107,SunRise University ,Delhi ncr,Engineering
108,"Monad University, Hapur ",Delhi ncr,Engineering
109,"Amity University, Gurgaon ",Delhi ncr,Engineering
110,"Shobhit University, Meerut ",Delhi ncr,Engineering
111,Indraprastha Institute of Technology and Management ,Delhi ncr,Engineering
112,Maharaja Agrasen Institute of Technology ,Delhi ncr,Engineering
113,Maharaja Surajmal Institute of Technology ,Delhi ncr,Engineering
114,Noida Institute of Engineering and Technology ,Delhi ncr,Engineering
115,K L University ,Andhra pradesh,Engineering
116,"Andhra University, College of Engineering ",Andhra pradesh,Engineering
117,"Sri Venkateswara University College of Engineering, Tirupati ",Andhra pradesh,Engineering
118,"Vignan’s Foundation for Science, Technology, and Research, ",Andhra pradesh,Engineering
119,"JNTUK University College of Engineering, Kakinada, East ",Andhra pradesh,Engineering
120,Sree Vidyanikethan Engineering College ,Andhra pradesh,Engineering
121,G. Pulla Reddy Engineering College ,Andhra pradesh,Engineering
122,Sri Venkateswara College of Engineering and Technology ,Andhra pradesh,Engineering
123,Velagapudi Ramakrishna Siddhartha Engineering College ,Andhra pradesh,Engineering
124,Shri Vishnu Engineering College for Women ,Andhra pradesh,Engineering
125,"JNTUA College of Engineering, Ananthapur ",Andhra pradesh,Engineering
126,Sagi Ramakrishnam Raju Engineering College ,Andhra pradesh,Engineering
127,Gayatri Vidya Parishad College of Engineering ,Andhra pradesh,Engineering
128,Jawaharlal Nehru Technological University ,Andhra pradesh,Engineering
129,Indian Institute of Technology ,Andhra pradesh,Engineering
130,Prasad V. Potluri Siddhartha Institute of Technology ,Andhra pradesh,Engineering
131,Centurion University of Technology and Management ,Andhra pradesh,Engineering
132,Aditya Engineering College ,Andhra pradesh,Engineering
133,Bapatla Engineering College ,Andhra pradesh,Engineering
134,Gudlavalleru Engineering College ,Andhra pradesh,Engineering
135,Sri Venkateswara College of Engineering ,Andhra pradesh,Engineering
136,Sri Vasavi Engineering College ,Andhra pradesh,Engineering
137,Indian Institute of Information Technology Sri City ,Andhra pradesh,Engineering
138,National Institute of Technology ,Andhra pradesh,Engineering
139,"Rajiv Gandhi University of Knowledge Technologies -[RGUKT], ",Andhra pradesh,Engineering
140,Raghu Engineering College ,Andhra pradesh,Engineering
141,Indian Institute of Information Technology Design and ,Andhra pradesh,Engineering
142,Rajeev Gandhi Memorial College of Engineering and ,Andhra pradesh,Engineering
143,VIT University ,Andhra pradesh,Engineering
144,National Institute of Technology ,Karnataka,Engineering
145,Manipal Institute of Technology ,Karnataka,Engineering
146,R V College of Engineering ,Karnataka,Engineering
147,Ramaiah Institute of Technology ,Karnataka,Engineering
148,International Institute of Information Technology ,Karnataka,Engineering
149,BMS College of Engineering ,Karnataka,Engineering
150,Siddaganga Institute of Technology ,Karnataka,Engineering
151,New Horizon College of Engineering ,Karnataka,Engineering
152,"Faculty of Engineering and Technology, Jain University ",Karnataka,Engineering
153,Sri Jayachamarajendra College of Engineering ,Karnataka,Engineering
154,Dayananda Sagar College of Engineering ,Karnataka,Engineering
155,NMAM Institute of Technology ,Karnataka,Engineering
156,Nitte Meenakshi Institute of Technology ,Karnataka,Engineering
157,PES University ,Karnataka,Engineering
158,BMS Institute of Technology and Management ,Karnataka,Engineering
159,"KLE Technological University, Hubli ",Karnataka,Engineering
160,Dr. Ambedkar Institute of Technology ,Karnataka,Engineering
161,PES College of Engineering ,Karnataka,Engineering
162,CMR Institute of Technology ,Karnataka,Engineering
163,The National Institute of Engineering ,Karnataka,Engineering
164,"Alliance College of Engineering and Design, Bangalore ",Karnataka,Engineering
165,Basaveshwar Engineering College ,Karnataka,Engineering
166,"Christ University, Bangalore ",Karnataka,Engineering
167,Manipal Academy of Higher Education ,Karnataka,Engineering
168,Indian Institute of Science ,Karnataka,Engineering
169,"REVA University, Bangalore ",Karnataka,Engineering
170,"Alliance University, Bangalore ",Karnataka,Engineering
171,"Presidency University, Bangalore ",Karnataka,Engineering
172,Indian Institute of Technology ,Telangana,Engineering
173,National Institute of Technology ,Telangana,Engineering
174,International Institute of Information Technology ,Telangana,Engineering
175,Jawaharlal Nehru Technological University ,Telangana,Engineering
176,"University College of Engineering, Osmania University ",Telangana,Engineering
177,Chaitanya Bharathi Institute of Technology ,Telangana,Engineering
178,Vallurupalli Nageswara Rao Vignana Jyothi Institute of ,Telangana,Engineering
179,"CVR College of Engineering, Ibrahimpatnam, Rangareddi ",Telangana,Engineering
180,Institute of Aeronautical Engineering ,Telangana,Engineering
181,BV Raju Institute of Technology ,Telangana,Engineering
182,Vardhaman College of Engineering ,Telangana,Engineering
183,"Anurag University, Hyderabad ",Telangana,Engineering
184,Vasavi College of Engineering ,Telangana,Engineering
185,Gokaraju Rangaraju Institute of Engineering and Technology ,Telangana,Engineering
186,Kakatiya Institute of Technology & Science ,Telangana,Engineering
187,K L University ,Telangana,Engineering
188,Birla Institute of Technology and Science ,Telangana,Engineering
189,Mahatma Gandhi Institute of Technology ,Telangana,Engineering
190,Malla Reddy Engineering College ,Telangana,Engineering
191,Malla Reddy College of Engineering ,Telangana,Engineering
192,Indian Institute of Chemical Technology ,Telangana,Engineering
193,Sreenidhi Institute of Science and Technology ,Telangana,Engineering
194,"Mahindra University, Hyderabad ",Telangana,Engineering
195,"St Martin's Engineering College, Secunderabad ",Telangana,Engineering
196,MLR Institute of Technology ,Telangana,Engineering
197,Keshav Memorial Institute of Technology ,Telangana,Engineering
198,Vaagdevi College of Engineering ,Telangana,Engineering
199,CMR Engineering College ,Telangana,Engineering
200,"Matrusri Engineering College, Hyderabad ",Telangana,Engineering
201,Indian Institute of Technology ,Madhya pradesh,Engineering
202,Maulana Azad National Institute of Technology ,Madhya pradesh,Engineering
203,Indian Institute of Information Technology Design and ,Madhya pradesh,Engineering
204,Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Engineering
205,"VIT Bhopal University, Bhopal ",Madhya pradesh,Engineering
206,"RKDF University, Bhopal ",Madhya pradesh,Engineering
207,Awadhesh Pratap Singh University ,Madhya pradesh,Engineering
208,"University Institute of Technology, Rajiv Gandhi Proudyogiki ",Madhya pradesh,Engineering
209,Institute of Information Technology & Management ,Madhya pradesh,Engineering
210,"Institute of Engineering and Technology, Devi Ahilya ",Madhya pradesh,Engineering
211,Acropolis Institute of Technology & Research ,Madhya pradesh,Engineering
212,"Indian Institute of Information Technology -[IIIT], Bhopal ",Madhya pradesh,Engineering
213,Jaypee University of Engineering and Technology ,Madhya pradesh,Engineering
214,Oriental University ,Madhya pradesh,Engineering
215,"Amity University, Gwalior ",Madhya pradesh,Engineering
216,AKS University ,Madhya pradesh,Engineering
217,Jagran Lakecity University ,Madhya pradesh,Engineering
218,Jabalpur Engineering College ,Madhya pradesh,Engineering
219,"Swami Vivekanand University, Sagar ",Madhya pradesh,Engineering
220,"Acropolis Group of Institutions, Indore ",Madhya pradesh,Engineering
221,LNCT University ,Madhya pradesh,Engineering
222,"Avantika University, Ujjain ",Madhya pradesh,Engineering
223,Ujjain Engineering College ,Madhya pradesh,Engineering
224,Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Engineering
225,Lakshmi Narain College of Technology ,Madhya pradesh,Engineering
226,National Institute of Technology ,Kerala,Engineering
227,Indian Institute of Space Science and Technology ,Kerala,Engineering
228,"College of Engineering, Trivandrum ",Kerala,Engineering
229,"Cochin University of Science and Technology, School ",Kerala,Engineering
230,Baselios Thomas I Catholicose College of Engineering ,Kerala,Engineering
231,Cochin University of Science and Technology ,Kerala,Engineering
232,Indian Institute of Technology ,Kerala,Engineering
233,APJ Abdul Kalam Technological University ,Kerala,Engineering
234,Federal Institute of Science and Technology ,Kerala,Engineering
235,"Indian Institute of Information Technology [IIIT], Kottayam ",Kerala,Engineering
236,Government Engineering College ,Kerala,Engineering
237,National Institute of Electronics & Information Technology ,Kerala,Engineering
238,TKM College of Engineering ,Kerala,Engineering
239,Amal Jyothi College of Engineering ,Kerala,Engineering
240,Hindustan College of Engineering ,Kerala,Engineering
241,Marian Engineering College ,Kerala,Engineering
242,"Saintgits College of Engineering, Kottayam ",Kerala,Engineering
243,Rajiv Gandhi Institute of Technology ,Kerala,Engineering
244,Mangalam College of Engineering Ettumanoor ,Kerala,Engineering
245,NSS College of Engineering ,Kerala,Engineering
246,Sree Chitra Thirunal College of Engineering ,Kerala,Engineering
247,"Thejus Engineering College, Thrissur ",Kerala,Engineering
248,Mar Athanasius College of Engineering ,Kerala,Engineering
249,St. Thomas College of Engineering and Technology- ,Kerala,Engineering
250,"College of Engineering Thalassery, Kannur ",Kerala,Engineering
251,"KMCT College of Engineering, Kozhikode ",Kerala,Engineering
252,"MEA Engineering College- [MEAEC], Malappuram ",Kerala,Engineering
253,Rajagiri School of Engineering & Technology ,Kerala,Engineering
254,Sahrdaya College of Engineering ,Kerala,Engineering
255,"Trinity College of Engineering, Trivendrum ",Kerala,Engineering
256,Birla Institute of Technology and Science ,Rajasthan,Engineering
257,Indian Institute of Technology ,Rajasthan,Engineering
258,Malaviya National Institute of Technology ,Rajasthan,Engineering
259,"Singhania University, Jhunjhunu ",Rajasthan,Engineering
260,Jaipur National University ,Rajasthan,Engineering
261,Manipal University ,Rajasthan,Engineering
262,JECRC University ,Rajasthan,Engineering
263,SunRise University ,Rajasthan,Engineering
264,"OPJS University, Churu ",Rajasthan,Engineering
265,"Banasthali Vidyapith, Jaipur ",Rajasthan,Engineering
266,"Amity University, Jaipur ",Rajasthan,Engineering
267,Suresh Gyan Vihar University ,Rajasthan,Engineering
268,IIS (Deemed to be University) ,Rajasthan,Engineering
269,Madhav University ,Rajasthan,Engineering
270,"Jagannath University, Jaipur ",Rajasthan,Engineering
271,Indian Institute of Information Technology ,Rajasthan,Engineering
272,"Tantia University, Sriganganagar ",Rajasthan,Engineering
273,"Pacific University, Udaipur ",Rajasthan,Engineering
274,"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Engineering
275,Maharana Pratap University of Agriculture and Technology ,Rajasthan,Engineering
276,"Poornima College of Engineering, Jaipur ",Rajasthan,Engineering
277,"Shridhar University, Pilani ",Rajasthan,Engineering
278,"Jaipur Engineering College and Research Centre, Jaipur ",Rajasthan,Engineering
279,Birla Institute of Technology ,Rajasthan,Engineering
280,Institute of Advanced Studies in Education ,Rajasthan,Engineering
281,National Institute of Technology ,Haryana,Engineering
282,Panjab University ,Haryana,Engineering
283,Punjab Engineering College University of Technology ,Haryana,Engineering
284,National Institute of Food Technology Entrepreneurship and ,Haryana,Engineering
285,"University Institute of Engineering, Chandigarh University ",Haryana,Engineering
286,"School of Engineering and Technology, NCU ",Haryana,Engineering
287,"J.C. Bose University Of Science And Technology, ",Haryana,Engineering
288,Manav Rachna International Institute Of Research And ,Haryana,Engineering
289,Manav Rachna International Institute of Research and ,Haryana,Engineering
290,"Gurugram University, Gurgaon ",Haryana,Engineering
291,"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Engineering
292,"Amity University, Gurgaon ",Haryana,Engineering
293,National Institute of Technical Teachers Training and ,Haryana,Engineering
294,"IILM University, Gurgaon ",Haryana,Engineering
295,"University Institute of Engineering and Technology -[UIET], ",Haryana,Engineering
296,"Starex University, Gurgaon ",Haryana,Engineering
297,Indian Institute of Information Technology ,Haryana,Engineering
298,"SRM University Delhi NCR, Sonepat ",Haryana,Engineering
299,"Lingaya's Vidyapeeth, Faridabad ",Haryana,Engineering
300,Modern Vidya Niketan ,Haryana,Engineering
301,Delhi Technical Campus ,Haryana,Engineering
302,Chandigarh College of Engineering and Technology ,Haryana,Engineering
303,Manav Rachna University ,Haryana,Engineering
304,Seth Jai Parkash Mukand Lal Institute of ,Haryana,Engineering
305,"Sushant University / Ansal University, Gurgaon ",Haryana,Engineering
306,"University Institute of Engineering and Technology, Maharshi ",Haryana,Engineering
307,St. Andrews Institute of Technology and Management ,Haryana,Engineering
308,Indian Institute of Technology ,Gujarat,Engineering
309,Sardar Vallabhbhai National Institute of Technology ,Gujarat,Engineering
310,Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Engineering
311,"Institute of Technology, Nirma University, Ahmedabad ",Gujarat,Engineering
312,"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Engineering
313,Nirma University ,Gujarat,Engineering
314,Pandit Deendayal Petroleum University [PDPU] / (Energy ,Gujarat,Engineering
315,"Pandit Deendayal Petroleum University, School of Technology ",Gujarat,Engineering
316,Central Institute of plastics engineering & Technology- ,Gujarat,Engineering
317,Sardar Patel University ,Gujarat,Engineering
318,"CEPT University, Ahmedabad ",Gujarat,Engineering
319,Ganpat University ,Gujarat,Engineering
320,"Indus University, Ahmedabad ",Gujarat,Engineering
321,Navrachana University ,Gujarat,Engineering
322,Indian Institute of Information Technology Vadodara ,Gujarat,Engineering
323,"Uka Tarsadia University, Bardoli ",Gujarat,Engineering
324,"GSFC University, Vadodara ",Gujarat,Engineering
325,"Auro University, Surat ",Gujarat,Engineering
326,L.D. College of Engineering ,Gujarat,Engineering
327,RK University ,Gujarat,Engineering
328,Institute of Infrastructure Technology Research and Management ,Gujarat,Engineering
329,Indian Institute of Information Technology ,Gujarat,Engineering
330,"C. U. Shah University, Wadhwan ",Gujarat,Engineering
331,"P.P. Savani University, Surat ",Gujarat,Engineering
332,Vishwakarma Government Engineering College ,Gujarat,Engineering
333,Dharmsinh Desai University ,Gujarat,Engineering
334,Thapar Institute of Engineering and Technology ,Punjab,Engineering
335,Indian Institute of Technology ,Punjab,Engineering
336,Panjab University ,Punjab,Engineering
337,Punjab Engineering College University of Technology ,Punjab,Engineering
338,I.K. Gujral Punjab Technical University ,Punjab,Engineering
339,Dr BR Ambedkar National Institute of Technology ,Punjab,Engineering
340,"University Institute of Engineering, Chandigarh University ",Punjab,Engineering
341,Sant Longowal Institute of Engineering and Technology ,Punjab,Engineering
342,Chitkara University ,Punjab,Engineering
343,Chandigarh Group of Colleges ,Punjab,Engineering
344,"RIMT University, Gobindgarh ",Punjab,Engineering
345,National Institute of Technical Teachers Training and ,Punjab,Engineering
346,"Guru Kashi University, Bathinda ",Punjab,Engineering
347,"University Institute of Engineering and Technology -[UIET], ",Punjab,Engineering
348,"Rayat Bahra University, Mohali ",Punjab,Engineering
349,"DAV University, Jalandhar ",Punjab,Engineering
350,"Plaksha, Mohali ",Punjab,Engineering
351,Chandigarh Engineering College ,Punjab,Engineering
352,Sant Baba Bhag Singh University ,Punjab,Engineering
353,Chandigarh College of Engineering and Technology ,Punjab,Engineering
354,"Global Institute, Amritsar ",Punjab,Engineering
355,"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,Engineering
356,Amritsar College of Engineering and Technology ,Punjab,Engineering
357,Guru Nanak Dev Engineering College ,Punjab,Engineering
358,Sri Guru Granth Sahib World University ,Punjab,Engineering
359,Baba Banda Singh Bahadur Engineering College ,Punjab,Engineering
360,Indian Institute of Technology ,West bengal,Engineering
361,Jadavpur University ,West bengal,Engineering
362,Indian Institute of Engineering Science and Technology ,West bengal,Engineering
363,National Institute of Technology ,West bengal,Engineering
364,Institute of Engineering and Management ,West bengal,Engineering
365,Heritage Institute of Technology ,West bengal,Engineering
366,Maulana Abul Kalam Azad University of Technology ,West bengal,Engineering
367,Narula Institute of Technology ,West bengal,Engineering
368,Haldia Institute of Technology ,West bengal,Engineering
369,"Amity University, Kolkata ",West bengal,Engineering
370,"Techno India University, Kolkata ",West bengal,Engineering
371,"Adamas University, Kolkata ",West bengal,Engineering
372,Sister Nivedita University ,West bengal,Engineering
373,Asansol Engineering College ,West bengal,Engineering
374,University of Engineering and Management ,West bengal,Engineering
375,JIS College of Engineering ,West bengal,Engineering
376,Kalyani Government Engineering College ,West bengal,Engineering
377,Indian Institute of Information Technology ,West bengal,Engineering
378,The Neotia University ,West bengal,Engineering
379,Bengal Institute of Technology ,West bengal,Engineering
380,Siliguri Institute of Technology ,West bengal,Engineering
381,"University Institute of Technology, University Of Burdwan ",West bengal,Engineering
382,Jalpaiguri Government Engineering College ,West bengal,Engineering
383,"Techno India Salt Lake, Kolkata ",West bengal,Engineering
384,Bengal College of Engineering and Technology ,West bengal,Engineering
385,Dr. B.C. Roy Engineering College ,West bengal,Engineering
386,Bengal College of Engineering ,West bengal,Engineering
387,Seacom Skills University ,West bengal,Engineering
388,National Institute of Technology ,Orissa,Engineering
389,Indian Institute of Technology ,Orissa,Engineering
390,Institute of Technical Education and Research ,Orissa,Engineering
391,"C. V. Raman Global University, Bhubaneswar ",Orissa,Engineering
392,Veer Surendra Sai University of Technology ,Orissa,Engineering
393,Biju Patnaik University of Technology ,Orissa,Engineering
394,Centurion University of Technology and Management ,Orissa,Engineering
395,International Institute of Information Technology ,Orissa,Engineering
396,"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,Engineering
397,Silicon Institute of Technology ,Orissa,Engineering
398,Silicon Institute of Technology ,Orissa,Engineering
399,Xavier University ,Orissa,Engineering
400,Bhubaneswar Engineering College ,Orissa,Engineering
401,College of Engineering ,Orissa,Engineering
402,National Institute of Science and Technology ,Orissa,Engineering
403,College of Engineering and Technology ,Orissa,Engineering
404,Gandhi Institute for Technology ,Orissa,Engineering
405,Orissa Engineering College ,Orissa,Engineering
406,Parala Maharaja Engineering College ,Orissa,Engineering
407,"CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT], ",Orissa,Engineering
408,GITA Autonomous College ,Orissa,Engineering
409,"Seemanta Engineering College, Mayurbhanj ",Orissa,Engineering
410,"Trident Academy of Technology, Bhubaneswar ",Orissa,Engineering
411,"Government College of Engineering, Kendujhar ",Orissa,Engineering
412,CIPET: Centre for Skilling and Technical Support ,Orissa,Engineering
413,"Vignan Institute of Technology And Management, Berhampur ",Orissa,Engineering
414,Krupajal Engineering College ,Orissa,Engineering
415,Indian Institute of Technology ,Uttarakhand,Engineering
416,"Graphic Era University, School of Engineering and ",Uttarakhand,Engineering
417,"College of Technology, GB Pant University of ",Uttarakhand,Engineering
418,University of Petroleum and Energy Studies ,Uttarakhand,Engineering
419,"Doon University, Dehradun ",Uttarakhand,Engineering
420,DIT University ,Uttarakhand,Engineering
421,Graphic Era University ,Uttarakhand,Engineering
422,Graphic Era Hill University ,Uttarakhand,Engineering
423,"ICFAI University, Dehradun ",Uttarakhand,Engineering
424,"MotherHood University, Roorkee ",Uttarakhand,Engineering
425,Himgiri Zee University ,Uttarakhand,Engineering
426,Swami Rama Himalayan University ,Uttarakhand,Engineering
427,"Tula's Institute, Dehradun ",Uttarakhand,Engineering
428,THDC Institute of Hydro Power Engineering and ,Uttarakhand,Engineering
429,College of Engineering ,Uttarakhand,Engineering
430,Shivalik College of Engineering ,Uttarakhand,Engineering
431,Women Institute of Technology ,Uttarakhand,Engineering
432,Indian Institute of Aeronautical Engineering ,Uttarakhand,Engineering
433,Indira Gandhi National Forest Academy ,Uttarakhand,Engineering
434,"Bipin Tripathi Kumaon Institute of Technology, Almora ",Uttarakhand,Engineering
435,Govind Ballabh Pant Engineering College ,Uttarakhand,Engineering
436,BFIT Group of Institutions ,Uttarakhand,Engineering
437,Dev Bhoomi Institute of Technology ,Uttarakhand,Engineering
438,Graphic Era Hill University Bhimtal Campus ,Uttarakhand,Engineering
439,Indian Institute of Management ,Tamil nadu,Management
440,"Department of Management Studies, IIT Madras ",Tamil nadu,Management
441,"NIT Trichy, Tiruchirappalli ",Tamil nadu,Management
442,"Great Lakes Institute of Management, Chennai ",Tamil nadu,Management
443,Loyola Institute of Business Administration ,Tamil nadu,Management
444,P.S.G College of Technology ,Tamil nadu,Management
445,"Department of Management Studies, Anna University ",Tamil nadu,Management
446,Vellore Institute of Technology ,Tamil nadu,Management
447,Bharathidasan Institute of Management ,Tamil nadu,Management
448,"School of Management, SRM IST, Kanchipuram ",Tamil nadu,Management
449,"Amrita Vishwa Vidyapeetham, Coimbatore ",Tamil nadu,Management
450,PSG Institute of Management ,Tamil nadu,Management
451,Hindustan Institute of Technology and Science ,Tamil nadu,Management
452,Bannari Amman Institute of Technology ,Tamil nadu,Management
453,"Mepco Schlenk Engineering College, Sivakasi ",Tamil nadu,Management
454,Kongu Engineering College ,Tamil nadu,Management
455,Vel Tech Dr. RR & Dr. SR ,Tamil nadu,Management
456,Bharath University ,Tamil nadu,Management
457,Sairam Institute of Management Studies ,Tamil nadu,Management
458,"PSNA College of Engineering and Technology, Dindigul ",Tamil nadu,Management
459,"IIKM Business School, Chennai ",Tamil nadu,Management
460,Vivekananda Institute of Management Studies ,Tamil nadu,Management
461,GRG School of Management Studies ,Tamil nadu,Management
462,"Sona School of Management, Salem ",Tamil nadu,Management
463,DJ Academy for Managerial Excellence ,Tamil nadu,Management
464,Sardar Vallabhbhai Patel International School of Textile ,Tamil nadu,Management
465,"Karunya School of Management, Karunya University ",Tamil nadu,Management
466,Coimbatore Institute of Management and Technology ,Tamil nadu,Management
467,"ITM Business School, Chennai ",Tamil nadu,Management
468,SNS College of Technology ,Tamil nadu,Management
469,"Shailesh J. Mehta School of Management, IIT ",Maharashtra,Management
470,SP Jain Institute of Management and Research ,Maharashtra,Management
471,"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Maharashtra,Management
472,Symbiosis Institute of Business Management ,Maharashtra,Management
473,Narsee Monjee Institute of Management Studies ,Maharashtra,Management
